"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms","Hop_11_IP","Hop_11_Latency_ms","Hop_12_IP","Hop_12_Latency_ms"
"2025-10-25 00:00:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","73","True","100","Excelente","10.13.0.1","8","177.195.26.9","20","200.179.185.9","8","200.244.80.14","17","200.244.211.235","62","200.244.18.8","66","201.39.52.58","65","142.250.214.29","61","142.251.240.193","66","142.250.79.174","67"
"2025-10-25 00:00:01","ARCO-PE079VBG","andersongallina","Curitiba","PR","187.7.154.1","V tal","187.7.154.1","meet.google.com","18","True","100","Excelente",,,"100.120.37.105","4","100.120.19.101","5","100.120.26.68","14","72.14.198.152","14","142.251.69.135","13","209.85.244.61","14","142.250.219.206","17",,,,
"2025-10-25 00:10:00","ARCO-PE079VBG","andersongallina","Curitiba","PR","187.7.154.1","V tal","187.7.154.1","meet.google.com","52","True","100","Excelente",,,"100.120.37.105","4","100.120.19.101","4","100.120.26.68","12","72.14.198.152","12","142.251.69.135","12","209.85.244.61","13","142.250.219.206","13",,,,
"2025-10-25 00:10:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","73","True","100","Excelente","10.13.0.1","8","177.195.26.9","8","200.179.185.9","7","200.244.80.14","17","200.244.211.235","62","200.244.18.8","67","201.39.52.58","65","142.250.214.29","62","142.251.240.193","66","142.250.79.174","67"
"2025-10-25 00:20:00","ARCO-PE079VBG","andersongallina","Curitiba","PR","187.7.154.1","V tal","187.7.154.1","meet.google.com","20","True","100","Excelente",,,"100.120.37.105","4","100.120.19.101","4","100.120.26.68","19","72.14.198.152","13","142.251.69.135","13","209.85.244.61","13","142.250.219.206","13",,,,
"2025-10-25 00:20:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","72","True","100","Excelente","10.13.0.1","7","177.195.26.9","8","200.179.185.9","7","200.244.80.14","18","200.244.211.235","62","200.244.18.8","66","201.39.52.58","65","142.250.214.29","62","142.251.240.193","65","142.250.79.174","67"
"2025-10-25 00:30:00","ARCO-PE079VBG","andersongallina","Curitiba","PR","187.7.154.1","V tal","187.7.154.1","meet.google.com","16","True","100","Excelente",,,"100.120.37.105","4","100.120.19.101","4","100.120.26.68","12","72.14.198.152","12","142.251.69.135","13","209.85.244.61","13","142.250.219.206","14",,,,
"2025-10-25 00:30:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","73","True","100","Excelente","10.13.0.1","7","177.195.26.9","18","200.249.20.249","8","200.244.80.14","17","200.244.211.235","57","200.244.18.8","61","201.39.52.58","61","142.250.214.29","57","216.239.42.205","63","172.217.162.206","61"
"2025-10-25 00:40:00","ARCO-PE0DH2GL","lucasdantas","Natal","RN","179.156.58.214","Claro NXT Telecomunicacoes Ltda","179.156.58.214","meet.google.com","73","True","100","Excelente","10.13.0.1","7","177.195.26.9","9","200.249.20.229","10",,,"200.244.18.8","69","201.39.52.58","69","142.250.214.29","62","209.85.244.217","70","142.250.78.206","69",,
"2025-10-25 00:40:00","ARCO-PE079VBG","andersongallina","Curitiba","PR","187.7.154.1","V tal","187.7.154.1","meet.google.com","18","True","100","Excelente",,,"100.120.37.105","4","100.120.19.101","4","100.120.26.68","13","72.14.198.152","13","142.251.69.135","15","209.85.244.61","13","142.250.219.206","12",,,,
