"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms"
"2025-11-02 00:00:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","14","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","13","100.120.26.35","9","72.14.198.152","9","142.251.69.137","9","209.85.244.85","19","142.250.219.206","10"
"2025-11-02 00:03:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","15","True","100","Excelente",,,"100.120.32.77","3","100.120.25.221","3","100.120.31.153","9","100.120.26.35","13","72.14.198.152","11","142.251.69.137","12","209.85.244.85","18","142.250.219.206","32"
"2025-11-02 00:06:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","20","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","11","100.120.26.35","9","72.14.198.152","9","142.251.69.137","13","209.85.244.85","19","142.250.219.206","9"
"2025-11-02 00:09:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","14","True","100","Excelente","192.168.1.1","2","100.120.32.77","8","100.120.25.221","4","100.120.31.153","9","100.120.26.35","16","72.14.198.152","10","142.251.69.137","10","209.85.244.85","19","142.250.219.206","10"
"2025-11-02 00:12:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","14","True","100","Excelente",,,"100.120.32.77","5","100.120.25.221","4","100.120.31.153","9","100.120.26.35","9","72.14.198.152","10","142.251.69.137","10","209.85.244.85","19","142.250.219.206","9"
"2025-11-02 00:15:08","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente","192.168.1.1","1","100.120.32.77","3","100.120.25.221","4","100.120.31.153","9","100.120.26.35","9","72.14.198.152","14","142.251.69.137","10","209.85.244.85","19","142.250.219.206","10"
"2025-11-02 00:18:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","23","True","100","Excelente","192.168.1.1","1","100.120.32.77","41","100.120.25.221","4","100.120.31.153","9","100.120.26.35","21","72.14.198.152","9","142.251.69.137","11","209.85.244.85","18","142.250.219.206","9"
"2025-11-02 00:21:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","17","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","10","100.120.26.35","17","72.14.198.152","10","142.251.69.137","10","209.85.244.85","19","142.250.219.206","9"
"2025-11-02 00:24:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","15","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","5","100.120.31.153","9","100.120.26.35","9","72.14.198.152","9","142.251.69.137","10","209.85.244.85","19","142.250.219.206","11"
"2025-11-02 00:27:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente",,,"100.120.32.77","4","100.120.25.221","4","100.120.31.153","11","100.120.26.35","9","72.14.198.152","13","142.251.69.137","12","209.85.244.85","19","142.250.219.206","9"
"2025-11-02 00:30:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","16","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","3","100.120.31.153","9","100.120.26.35","10","72.14.198.152","9","142.251.69.137","11","209.85.244.85","19","142.250.219.206","11"
"2025-11-02 00:33:00","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","27","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","4","100.120.31.153","12","100.120.26.35","10","72.14.198.152","9","142.251.69.137","33","209.85.244.85","19","142.250.219.206","9"
