"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms"
"2025-11-10 03:25:27","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","30","True","100","Excelente","192.168.0.1","3","100.90.16.1","22","201.6.75.89","4","201.6.65.210","4","201.6.64.230","6","142.250.175.238","20","142.251.69.137","6","192.178.110.203","8","172.217.30.78","5"
"2025-11-10 03:27:56","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","17","True","100","Excelente","192.168.0.1","6","100.90.16.1","14","201.6.75.89","5","201.6.65.210","4","201.6.64.230","9","142.250.175.238","6","142.251.69.137","7","192.178.110.203","5","172.217.30.78","6"
"2025-11-10 06:04:01","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com",,"False","0","Falha Crítica (Serviço Inacessível)","192.168.0.1","2",,,,,,,,,,,,,,,,
"2025-11-10 06:27:58","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","25","True","100","Excelente","192.168.0.1","3","100.90.16.1","9","201.6.75.89","5","201.6.65.210","6","201.6.64.230","6","142.250.175.238","7","142.251.69.137","10","192.178.110.203","6","172.217.30.78","6"
"2025-11-10 08:01:03","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","11","True","100","Excelente","10.50.112.1","2",,,"201.61.35.194","6",,,"72.14.220.222","4","142.251.238.17","4","172.253.53.127","3","172.217.172.142","3",,
"2025-11-10 08:01:56","ARCO-PE0DQH5A","danielcruz","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","17","True","100","Excelente",,,"177.135.77.225","1","177.135.92.218","3","152.255.148.71","3",,,,,,,"74.125.52.64","8","142.250.63.175","10"
"2025-11-10 08:03:16","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","9","True","100","Excelente","10.50.112.1","1",,,"201.61.35.194","3",,,"72.14.220.222","3","142.251.238.17","5","172.253.53.127","3","172.217.172.142","3",,
"2025-11-10 08:06:00","ARCO-PE0DQH5A","danielcruz","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","20","True","100","Excelente","165.225.214.99","7","165.225.214.3","8","8.243.34.13","9","200.189.212.154","12","8.243.145.162","8","142.250.232.127","9","209.85.249.37","8","142.250.219.238","8",,
"2025-11-10 08:06:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","11","True","100","Excelente","10.50.112.1","1",,,"201.61.35.194","3",,,"72.14.220.222","3","142.251.238.17","3","172.253.53.127","3","172.217.172.142","2",,
"2025-11-10 08:09:00","ARCO-PE0DQH5A","danielcruz","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","10","True","100","Excelente","165.225.214.99","7","165.225.214.3","8","8.243.34.13","9",,,"8.243.145.162","8","142.250.232.127","9","192.178.110.179","8","172.217.29.238","8",,
"2025-11-10 08:09:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","7","True","100","Excelente","10.50.112.1","1",,,"201.61.35.194","3",,,"74.125.52.64","3","142.251.228.185","5","142.250.237.131","3","172.217.30.110","3",,
"2025-11-10 08:12:00","ARCO-PE0DQH5A","danielcruz","Bragança Paulista","SP","165.225.214.99","ZSCALER, INC.","165.225.214.99","meet.google.com","93","True","100","Excelente","165.225.214.99","7","165.225.214.3","9","8.243.34.13","8","200.189.212.154","18","8.243.145.162","8","142.250.232.127","9","192.178.110.179","8","172.217.29.238","10",,
"2025-11-10 08:12:00","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","7","True","100","Excelente","10.50.112.1","1",,,"201.61.35.194","2",,,"72.14.219.88","6","142.250.58.249","4","74.125.37.181","6","142.251.134.46","4",,
"2025-11-10 07:51:57","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","36","True","100","Excelente","192.168.0.1","3","100.90.16.1","11","201.6.75.89","13","201.6.65.210","5","201.6.64.230","16","142.250.175.238","8","142.251.69.135","8","192.178.110.241","8","172.217.29.174","17"
"2025-11-10 08:09:56","ARCO-PE0B1Z9R","nathaliacoutinho","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","22","True","100","Excelente","192.168.0.1","4","100.90.16.1","12","201.6.75.89","6","201.6.65.210","12","201.6.64.230","11","142.250.175.238","12","142.251.69.135","6","192.178.110.241","7","172.217.29.174","6"
