"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_2_IP","Hop_2_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms"
"2025-11-07 00:13:34","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","18","True","100","Excelente","192.168.0.1","17","100.90.16.1","29","201.6.75.89","4","201.6.65.210","15","201.6.64.230","6","142.250.175.238","6","142.251.69.139","5","142.250.230.117","6","172.217.30.110","6"
"2025-11-07 00:28:36","ARCO-PE0B1Z9R","nathaliacoutinho","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","25","True","100","Excelente","192.168.0.1","3","100.90.16.1","20","201.6.75.89","5","201.6.65.210","4","201.6.64.230","6","142.250.175.238","6","142.251.69.139","7","142.251.229.197","7","142.251.135.238","6"
"2025-11-07 03:50:02","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","15","True","100","Excelente","192.168.0.1","2","100.90.16.1","19","201.6.75.89","5","201.6.65.210","4","201.6.64.230","10","142.250.175.238","15","142.251.69.135","5","192.178.110.177","5","172.217.29.238","5"
"2025-11-07 03:51:00","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","15","True","100","Excelente","192.168.0.1","2","100.90.16.1","17","201.6.75.89","4","201.6.65.210","4","201.6.64.230","7","142.250.175.238","6","142.251.69.135","5","192.178.110.177","6","172.217.29.238","6"
"2025-11-07 04:10:40","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","14","True","100","Excelente","192.168.0.1","3","100.90.16.1","17","201.6.75.89","6","201.6.65.210","7","201.6.64.230","8","142.250.175.238","7","142.251.69.135","6","192.178.110.177","6","172.217.29.238","6"
"2025-11-07 08:02:36","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","18","True","100","Excelente","192.168.0.1","6","100.90.16.1","23","201.6.75.89","5","201.6.65.210","6","201.6.64.230","7","142.250.175.238","15","142.251.69.141","6","108.170.232.147","6","172.217.28.142","15"
"2025-11-07 08:04:15","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","18","True","100","Excelente","192.168.0.1","5","100.90.16.1","14","201.6.75.89","6","201.6.65.210","6","201.6.64.230","7","142.250.175.238","5","142.251.69.141","8","108.170.232.147","6","172.217.28.142","5"
"2025-11-07 08:06:54","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","34","True","100","Excelente","192.168.0.1","3","100.90.16.1","15","201.6.75.89","7","201.6.65.210","6","201.6.64.230","10","142.250.175.238","8","142.251.69.141","8","108.170.232.147","10","172.217.28.142","6"
"2025-11-07 08:09:28","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","14","True","100","Excelente","192.168.0.1","8","100.90.16.1","21","201.6.75.89","8","201.6.65.210","4","201.6.64.230","6","142.250.175.238","9","142.251.69.135","9","192.178.240.99","7","172.217.29.78","5"
"2025-11-07 08:12:00","ARCO-PE0B1Z9R","nathaliacoutinho","São Paulo","SP","189.120.73.13","Claro NXT Telecomunicacoes Ltda","189.120.73.13","meet.google.com","21","True","100","Excelente","192.168.0.1","2","100.90.16.1","13","201.6.75.89","7","201.6.65.210","8","201.6.64.230","7","142.250.175.238","11","142.251.69.135","25","192.178.240.99","6","172.217.29.78","5"
"2025-11-07 08:12:54","ARCO-PE0DQH8J","bruno.chervinski","Itupeva","SP","165.225.214.97","ZSCALER, INC.","165.225.214.97","meet.google.com","19","True","100","Excelente","165.225.214.97","9","165.225.214.3","9","8.243.34.13","12",,,"8.243.145.162","12","172.253.50.119","11","108.170.235.139","13","172.217.28.174","45",,
"2025-11-07 08:12:59","ARCO-PE0DQH8J","bruno.chervinski","Itupeva","SP","165.225.214.97","ZSCALER, INC.","165.225.214.97","meet.google.com","15","True","100","Excelente","165.225.214.97","11","165.225.214.3","12","8.243.34.13","12",,,"8.243.145.162","18","172.253.50.119","16","108.170.235.139","12","172.217.28.174","12",,
