"Timestamp","Hostname","UserLogged","Cidade","Estado","IP_Publico","Provedor","LocalIP","TargetHost","TCP_Latency_ms","TCP_Status","Connection_Health_Score","Connection_Health_Status","Hop_1_IP","Hop_1_Latency_ms","Hop_3_IP","Hop_3_Latency_ms","Hop_4_IP","Hop_4_Latency_ms","Hop_5_IP","Hop_5_Latency_ms","Hop_6_IP","Hop_6_Latency_ms","Hop_7_IP","Hop_7_Latency_ms","Hop_8_IP","Hop_8_Latency_ms","Hop_9_IP","Hop_9_Latency_ms","Hop_10_IP","Hop_10_Latency_ms"
"2025-11-09 00:00:38","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","27","True","100","Excelente","192.168.1.1","2","100.120.32.77","16","100.120.25.221","88","100.120.31.153","19","100.120.26.35","18","72.14.198.152","19","142.251.69.137","14","209.85.244.85","16","142.250.219.206","19"
"2025-11-09 00:00:49","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","17","True","100","Excelente","192.168.1.1","1","100.120.32.77","14","100.120.25.221","16","100.120.31.153","20","100.120.26.35","19","72.14.198.152","14","142.251.69.137","18","209.85.244.85","15","142.250.219.206","16"
"2025-11-09 00:06:46","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","24","True","100","Excelente","192.168.1.1","4","100.120.32.77","5","100.120.25.221","4","100.120.19.57","12","100.120.25.64","48","201.10.242.247","11","209.85.244.163","20","142.250.237.129","13","142.251.134.174","12"
"2025-11-09 00:09:37","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","26","True","100","Excelente","165.225.214.98","12","8.243.34.13","16","200.189.213.6","13","8.243.145.162","13","142.250.232.127","12","209.85.244.85","13","142.250.219.206","10",,,,
"2025-11-09 00:18:36","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com",,"False","0","Falha Crítica (Serviço Inacessível)","192.168.1.1","1","100.120.32.77","10","100.120.25.221","4","100.120.31.153","11","100.120.26.35","14","72.14.198.152","15","142.251.69.137","18","209.85.244.85","11","142.250.219.206","14"
"2025-11-09 00:22:49","IS-SP29","guilherme.jesus","São Paulo","SP","187.50.255.82","Vivo","187.50.255.82","meet.google.com","12","True","100","Excelente","10.50.112.1","1","201.61.35.194","3","152.255.209.94","4","74.125.52.64","4","192.178.82.55","4","192.178.110.179","3","172.217.29.238","2",,,,
"2025-11-09 00:24:36","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","34","True","100","Excelente","192.168.1.1","5","100.120.32.77","3","100.120.25.221","14","100.120.31.153","11","100.120.26.35","21","72.14.198.152","14","142.251.69.137","12","209.85.244.85","10","142.250.219.206","10"
"2025-11-09 00:30:39","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","59","True","100","Excelente","192.168.1.1","2","100.120.32.77","5","100.120.25.221","15","100.120.31.153","11","100.120.26.35","19","72.14.198.152","20","142.251.69.137","13","209.85.244.85","11","142.250.219.206","10"
"2025-11-09 00:30:50","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","25","True","100","Excelente","192.168.1.1","2","100.120.32.77","3","100.120.25.221","4","100.120.31.153","11","100.120.26.35","21","72.14.198.152","13","142.251.69.137","13","209.85.244.85","15","142.250.219.206","11"
"2025-11-09 00:39:43","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","35","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","5","100.120.31.153","12","100.120.26.35","13","72.14.198.152","12","142.251.69.137","13","209.85.244.85","11","142.250.219.206","11"
"2025-11-09 00:47:35","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","25","True","100","Excelente","192.168.1.1","1","100.120.32.77","18","100.120.25.221","3","100.120.19.137","11","100.120.26.35","17","72.14.198.152","11","142.251.69.137","11","209.85.244.85","11","142.250.219.206","10"
"2025-11-09 00:48:07","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com",,"True","100","Excelente",,,,,"2001:4860:1:1::f72","11","2800:3f0:8362:300::1","13",,,"2001:4860:0:1::7c5e","12","2001:4860:0:1::7cc5","13","2001:4860:0:1::4615","11","2800:3f0:4001:816::200e","13"
"2025-11-09 00:51:01","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","19","True","100","Excelente","192.168.1.1","1","100.120.32.77","14","100.120.25.221","4","100.120.31.153","11","100.120.26.35","25","72.14.198.152","13","142.251.69.137","33","209.85.244.85","13",,
"2025-11-09 01:11:25","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","20","True","100","Excelente","192.168.1.1","1","100.120.32.77","11","100.120.25.221","8","100.120.31.153","10","100.120.26.35","12","72.14.198.152","12","142.251.69.137","34","209.85.244.85","10","142.250.219.206","11"
"2025-11-09 01:11:41","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","23","True","100","Excelente","192.168.1.1","1","100.120.32.77","13","100.120.25.221","3","100.120.31.153","12","100.120.26.35","11","72.14.198.152","13","142.251.69.137","35","209.85.244.85","12","142.250.219.206","11"
"2025-11-09 01:17:34","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","20","True","100","Excelente","192.168.1.1","1","100.120.32.77","6","100.120.25.221","17","100.120.31.153","10","100.120.26.35","13","72.14.198.152","11","142.251.69.137","35","209.85.244.85","11","142.250.219.206","12"
"2025-11-09 01:18:55","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com","19","True","100","Excelente","192.168.1.1","10","100.120.32.77","4","100.120.25.221","5","100.120.31.153","11","100.120.26.35","13","72.14.198.152","11","142.251.69.137","33","209.85.244.85","10","142.250.219.206","10"
"2025-11-09 01:21:26","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","20","True","100","Excelente","192.168.1.1","18","100.120.32.77","4","100.120.25.221","6","100.120.31.153","11","100.120.26.35","13","72.14.198.152","12","142.251.69.137","34","209.85.244.85","11","142.250.219.206","10"
"2025-11-09 01:24:55","ARCO-PE0DQH5A","danielcruz","Desconhecida","ND","0.0.0.0","Desconhecido","0.0.0.0","meet.google.com",,"True","60","Aceitável",,,,,,,,,,,,,,,,,,
"2025-11-09 01:30:30","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","25","True","100","Excelente","192.168.1.1","1","100.120.32.77","4","100.120.25.221","6","100.120.31.153","13","100.120.26.35","12","72.14.198.152","14","142.251.69.137","34","209.85.244.85","13","142.250.219.206","11"
"2025-11-09 01:30:37","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","33","True","100","Excelente","192.168.1.1","1","100.120.32.77","7","100.120.25.221","12","100.120.31.153","10","100.120.26.35","13","72.14.198.152","13","142.251.69.137","34","209.85.244.85","11","142.250.219.206","10"
"2025-11-09 01:41:31","ARCO-PE0DQH5A","danielcruz","Curitiba","PR","200.103.129.125","V tal","200.103.129.125","meet.google.com","44","True","100","Excelente","192.168.1.1","4","100.120.32.77","4","100.120.25.221","5","100.120.31.153","12","100.120.26.35","12","72.14.198.152","13","142.251.69.137","34","209.85.244.85","55","142.250.219.206","11"
"2025-11-09 01:51:32","ARCO-PE0DQH5A","danielcruz","São João da Barra","RJ","165.225.214.98","ZSCALER, INC.","165.225.214.98","meet.google.com","20","True","100","Excelente","192.168.1.1","2","100.120.32.77","4","100.120.25.221","4","100.120.31.153","14","100.120.26.35","16","72.14.198.152","14","142.251.69.137","34","209.85.244.85","11","142.250.219.206","12"
